case_id,arm,naca,re,aoa_deg,mesh_level,model,variant,n_iter,status,cd,cl,cd_window_mean,cd_window_std,cd_p2p,cl_window_mean,cl_p2p,cd_rel_change_150,yplus_max,yplus_avg,min_orthogonality,mach,u_inf,wall_min,airfrans_sim,has_cas,has_dat,has_encas,integrity_ok,cells_trn,cells_mesh
al_acq_naca0010_re3e6_a18,acquisition,0010,3000000.0,18.0,2,sa,s0,445,diverged,4.759925837851459e+86,1.003253796376343e+88,nan,nan,nan,2.4931124484274728e+85,1.0036060186956256e+88,nan,nan,nan,0.15220539854558812,0.13547687861271676,46.875,4.241589073757628e-06,,False,False,False,True,43008,43008
al_acq_naca0010_re3e6_a18,acquisition,0010,3000000.0,18.0,2,sa,r1,7000,diverged,0.1488409326073507,0.3980155942398037,0.1814534133327988,0.02179421746517967,0.07498145428917338,0.48517073845727415,0.21126902738921804,0.05079640595733744,0.66138047,0.18871782,0.15220539854558812,0.13547687861271676,46.875,4.241589073757628e-06,,True,True,True,True,43008,43008
al_acq_naca0010_re3e6_a18,acquisition,0010,3000000.0,18.0,2,sst,s0,0,not_run,,nan,,,,nan,nan,,nan,nan,0.15220539854558812,0.13547687861271676,46.875,4.241589073757628e-06,,False,False,False,False,,
al_acq_naca0010_re7e6_a18,acquisition,0010,7000000.0,18.0,2,sa,s0,350,diverged,-2.617874504553676e+77,9.631497962325955e+78,nan,nan,nan,2.6257334070935467e+76,1.0186793569596312e+79,nan,nan,nan,0.13787595049913248,0.3161127167630058,109.375,1.9312382855910597e-06,,False,False,False,True,43008,43008
al_acq_naca0010_re7e6_a18,acquisition,0010,7000000.0,18.0,2,sa,r1,7000,diverged,0.1130172437652254,0.2985853468845084,0.1335903513933347,0.015069686909586603,0.051807999821752604,0.34365098914407266,0.1313235326848134,0.034429387837770505,0.66748494,0.18946107,0.13787595049913248,0.3161127167630058,109.375,1.9312382855910597e-06,,True,True,True,True,43008,43008
al_acq_naca0010_re7e6_a18,acquisition,0010,7000000.0,18.0,2,sst,s0,0,not_run,,nan,,,,nan,nan,,nan,nan,0.13787595049913248,0.3161127167630058,109.375,1.9312382855910597e-06,,False,False,False,False,,
al_acq_naca0015_re6e6_a18,acquisition,0015,6000000.0,18.0,2,sa,s0,438,diverged,-2.075194625355277e+93,-8.156634963804784e+96,nan,nan,nan,-1.8622772221163124e+94,8.156635525228264e+96,nan,nan,nan,0.15863330773960627,0.2709537572254335,93.75,2.2284389388448935e-06,,False,False,False,True,43008,43008
al_acq_naca0015_re6e6_a18,acquisition,0015,6000000.0,18.0,2,sa,r1,7000,diverged,0.08752735400581539,1.672713775154621,0.09668157934712053,0.004615324958669705,0.015512547893017203,1.549088970111708,0.265566575929437,0.03721732689445301,0.98735642,0.21811379,0.15863330773960627,0.2709537572254335,93.75,2.2284389388448935e-06,,True,True,True,True,43008,43008
al_acq_naca0015_re6e6_a18,acquisition,0015,6000000.0,18.0,2,sst,s0,0,not_run,,nan,,,,nan,nan,,nan,nan,0.15863330773960627,0.2709537572254335,93.75,2.2284389388448935e-06,,False,False,False,False,,
al_acq_naca24015_re7e6_a18,acquisition,24015,7000000.0,18.0,2,sa,s0,423,diverged,2.848177194021061e+43,-1.194901779093571e+43,nan,nan,nan,-2.6606588177387917e+41,1.0391177625769858e+44,nan,nan,nan,0.15006122354275298,0.3161127167630058,109.375,1.9312382855910597e-06,,False,False,False,True,43008,43008
al_acq_naca24015_re7e6_a18,acquisition,24015,7000000.0,18.0,2,sa,r1,7000,diverged,0.07568199533645922,2.009073382625895,0.08652722736674617,0.00657212330740258,0.022777377197548923,1.9647737280731676,0.1098760753620518,0.04001765378263285,0.99606085,0.21978517,0.15006122354275298,0.3161127167630058,109.375,1.9312382855910597e-06,,True,True,True,True,43008,43008
al_acq_naca24015_re7e6_a18,acquisition,24015,7000000.0,18.0,2,sst,s0,0,not_run,,nan,,,,nan,nan,,nan,nan,0.15006122354275298,0.3161127167630058,109.375,1.9312382855910597e-06,,False,False,False,False,,
al_acq_naca2410_re5e6_a18,acquisition,2410,5000000.0,18.0,2,sa,s0,401,diverged,4.20513649951044e+98,-7.966097562414808e+97,nan,nan,nan,-7.889917639987498e+95,2.3329635463814003e+98,nan,nan,nan,0.17117289645506994,0.22579479768786126,78.125,2.6395274406079506e-06,,False,False,False,True,43008,43008
al_acq_naca2410_re5e6_a18,acquisition,2410,5000000.0,18.0,2,sa,r1,7000,diverged,0.1080040583680333,0.781136579571532,0.09774115048039418,0.00579886893257433,0.019696949891599397,0.6544045615389036,0.24204065884802095,0.02906316199603894,0.83821416,0.20249818,0.17117289645506994,0.22579479768786126,78.125,2.6395274406079506e-06,,True,True,True,True,43008,43008
al_acq_naca2410_re5e6_a18,acquisition,2410,5000000.0,18.0,2,sst,s0,0,not_run,,nan,,,,nan,nan,,nan,nan,0.17117289645506994,0.22579479768786126,78.125,2.6395274406079506e-06,,False,False,False,False,,
